"Video.ID"	"PE.Species"	"Consensus.Species"	"Consensus.Prop"	"Prop.Agreement"	"Consensus.Type"
"TaiEast_22_loc70_20140721_PICT0102"	"hoofed.animal"	"hoofed.animal"	1	1	"Consensus reached"
"TaiEast_22_loc70_20140721_PICT0104"	"hoofed.animal"	"blank"	NA	NA	"Consensus blank"
"TaiEast_22_loc70_20140721_PICT0106"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_22_loc70_20140721_PICT0107"	"hoofed.animal"	"blank"	NA	NA	"Consensus blank"
"TaiEast_22_loc70_20140721_PICT0108"	"hoofed.animal"	"blank"	NA	NA	"Consensus blank"
"TaiEast_22_loc70_20140721_PICT0110"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_22_loc70_20140721_PICT0111"	"hoofed.animal"	"hoofed.animal"	1	1	"Consensus reached"
"TaiEast_22_loc70_20140721_PICT0115"	"hoofed.animal"	"hoofed.animal"	1	1	"Consensus reached"
"TaiEast_22_loc70_20140721_PICT0119"	"hoofed.animal"	"hoofed.animal"	1	1	"Consensus reached"
"TaiEast_22_loc70_20140721_PICT0120"	"hoofed.animal"	"hoofed.animal"	1	1	"Consensus reached"
"TaiEast_22_loc70_20140721_PICT0121"	"hoofed.animal"	"hoofed.animal"	1	1	"Consensus reached"
"TaiEast_22_loc70_20140721_PICT0122"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_22_loc70_20140721_PICT0123"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_22_loc70_20140721_PICT0127"	"hoofed.animal"	"hoofed.animal"	1	1	"Consensus reached"
"TaiEast_22_loc70_20140721_PICT0128"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_22_loc70_20140721_PICT0129"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_22_loc70_20140721_PICT0130"	"blank"	"blank"	NA	NA	"Consensus blank"
"TaiEast_22_loc70_20140721_PICT0131"	"hoofed.animal"	"hoofed.animal"	1	1	"Consensus reached"
"TaiEast_22_loc70_20140721_PICT0134"	"hoofed.animal"	"hoofed.animal"	1	1	"Consensus reached"
"TaiEast_22_loc70_20140721_PICT0136"	"hoofed.animal"	"hoofed.animal"	1	1	"Consensus reached"
